bigram,bigram_frequency
گل حسرت,1
گل رہگزر,1
گل سراپا,1
گل صد,1
گل صدائے,1
گل طناز,1
گل نالۂ,1
گل پرفشاں,1
گل کھتے,1
گل کھلا,1
گل کہاں,1
گل ہر,1
گل ہوں,1
گل یہی,1
گل آئی,1
گفتۂ غالبؔ,1
گفتگو کیا,1
گشتہ بے,1
گزیر الفت,1
گسار چلے,1
گسار کوئی,1
گسار کی,1
گستاخ کا,1
گستاخ ہر,1
گستاخی دے,1
گستاخی نہ,1
گستاخی و,1
گستاخیِ فرشتہ,1
گستری میرے,1
گشتہ سےکچھ,1
گفتگو کچھ,1
گشتہ لاکھوں,1
گشتہ مگر,1
گشتۂ رشک,1
گفت و,1
گفتار اور,1
گفتار رکھ,1
گفتار شاعر,1
گفتارِ دوست,1
گفتنی جو,1
گفتگو نہ,1
گفتگو کریں,1
گرمئی رشک,1
گرم دہقاں,1
گلا ہر,1
گالیوں کا,1
گاڑو برہمن,1
گاہ آغوش,1
گاہ بجھتی,1
گاہ بہ,1
گاہ جلتی,1
گاہ خیال,1
گاہِ سوزِ,1
گاہِ گل,1
گاہے غلط,1
گاہے گاہے,1
گدا سمجھ,1
گدا ہو,1
گدائے طاقتِ,1
گدائے کوچۂ,1
گداز آئنۂ,1
گداز سوزش,1
گداز میں,1
گداز وحشت,1
گداز کفر,1
گدازِ ہر,1
گدایاں کمالِ,1
گر آبِ,1
گر آہِ,1
گر اچھا,1
گر بحر,1
گام فرسا,1
گالیاں کھا,1
گرم تماشا,1
گار ھے,1
گئے وہ,1
گئے پیر,1
گئے پیمانہ,1
گئے کہا,1
گئے گرم,1
گا اس,1
گا اُس,1
گا تماشا,1
گا جہاں,1
گا دیتِ,1
گا دیدۂ,1
گا رسم,1
گا غالب,1
گا غنچے,1
گا محشر,1
گا نماز,1
گا نہ,1
گا نہیں,1
گا وہ,1
گا وہاں,1
گا کوئی,1
گا کہ,1
گاتی رہی,1
گار مرد,1
گار کیلئے,1
گر بلبلِ,1
گر تم,1
گر تیرے,1
گر جو,1
گراں تھے,1
گراں مایہ,1
گراں کیوں,1
گرتا تو,1
گرد راہ,1
گرد ز,1
گرد میں,1
گرداب جہان,1
گردش میں,1
گردش ہے,1
گردشوں میں,1
گردشِ مدام,1
گردن نہ,1
گردن پر,1
گردن کش,1
گردن کو,1
گردوں دن,1
گردوں ہے,1
گردِ رہِ,1
گرفتار بھی,1
گرفتار و,1
گرفتاریٴ خاطر,1
گرفتہ چینیاں,1
گرم ان,1
گرم انتظار,1
گرانِ خسروِ,1
گرا ہے,1
گر یاد,1
گر مرے,1
گر خامشی,1
گر خفا,1
گر دب,1
گر دماغ,1
گر روتا,1
گر رُو,1
گر رک,1
گر سایۂ,1
گر شمع,1
گر فکرِ,1
گر لکھنے,1
گر مصیبت,1
گر ہے,1
گر مژۂ,1
گر مہ,1
گر نالہ,1
گر نہ,1
گر وہ,1
گر چراغانِ,1
گر کسی,1
گر کے,1
گر گئے,1
گر ہم,1
گر ہمدمی,1
گلا نہ,1
گلبانگ تسلی,1
ھے خوش,1
گیا تائب,1
گیا تیرا,1
گیا جتنے,1
گیا جزقیس,1
گیا جس,1
گیا جیسے,1
گیا خانمان,1
گیا خون,1
گیا دود,1
گیا راہِ,1
گیا رت,1
گیا روا,1
گیا سب,1
گیا سرفروشی,1
گیا شاخ,1
گیا شرح,1
گیا شمع,1
گیا صبح,1
گیا صدمۂ,1
گیا فیضؔ,1
گیا لاد,1
گیا لہو,1
گیا مجھے,1
گیا مہ,1
گیا وہ,1
گیا پھوڑ,1
گیا ترے,1
گیا تا,1
گھڑی گزرے,1
گیا بھی,1
گہ کا,1
گہر کی,1
گہر ہوتے,1
گہرائیوں میں,1
گہوارۂ سحاب,1
گہہ بہ,1
گی افلاک,1
گی اے,1
گی جواب,1
گی رات,1
گی کبھی,1
گی کہ,1
گی کیوں,1
گیا آتش,1
گیا آتشِ,1
گیا آخر,1
گیا ابھی,1
گیا اس,1
گیا ان,1
گیا اندھیرا,1
گیا اور,1
گیا اونچا,1
گیا اک,1
گیا ایمان,1
گیا بلبلیں,1
گیا کہتے,1
گیا کیونکر,1
گیا گویا,1
گیا ہر,1
ھوا پاؤں,1
ھوں اب,1
ھوں ذرا,1
ھوں لرزیدہ,1
ھوں محصور,1
ھوں مستی,1
ھوں پابند,1
ھوں کہ,1
ھوے پائیں,1
ھی ھنر,1
ھیں جس,1
ھیں خطرات,1
ھیں خندہ,1
ھیں سوا,1
ھیں نبوت,1
ھیں ولے,1
ھیں کتنے,1
ھے آئنہ,1
ھے آئینہ,1
ھے آزری,1
ھے اپنی,1
ھے اگر,1
ھے جنت,1
ھے خدا,1
ھے خود,1
ھوا سے,1
ھو گا,1
ھو پہچاں,1
گے لیکن,1
گیا ہوگا,1
گیا ہوں,1
گیختہ دریا,1
گیر ہے,1
گیسوئے تابدار,1
گے اور,1
گے اہل,1
گے خلد,1
گے راہ,1
گے غالبؔ,1
گے غم,1
گے کہ,1
ھو علم,1
گے یاد,1
ھائے گل,1
ھدایت کو,1
ھستی کو,1
ھم ساتھ,1
ھماری آؤ,1
ھمزہ توف,1
ھنر اے,1
ھو اچھا,1
ھو تشنگی,1
ھو حسن,1
گہ طوطی,1
گھڑی گزری,1
گلخن میں,1
گلہ کیا,1
گلی جب,1
گلیم بو,1
گلے سب,1
گم راہی,1
گم شدہ,1
گم کردہ,1
گماں نہ,1
گماں گزرے,1
گماں ہم,1
گمنام تھا,1
گناھ کرتا,1
گناہ کرنے,1
گناہ گار,1
گناہگار ہوں,1
گنبد بے,1
گنج کو,1
گنجایشِ عداوتِ,1
گنجینۂ گوہر,1
گنج‌ہاۓ گراں,1
گندم و,1
گنو سب,1
گنوا دیا,1
گنواؤ ناوک,1
گنہ رحمت,1
گو اس,1
گلہاے عیش,1
گلہ دل,1
گھڑی آئی,1
گلگوں مسجد,1
گلدستہ نگاہ,1
گلدستہ ہے,1
گلزار بنتا,1
گلزار میں,1
گلزارِ خیال,1
گلستانِ حیات,1
گلستاں تجھ,1
گلستاں نِگاه,1
گلستاں کہ,1
گلشن سے,1
گلشن شکلِ,1
گلشن نظر,1
گلشن کا,1
گلشن کو,1
گلشنِ نا,1
گلشنِ کشمیر,1
گلفام مشک,1
گلو بنا,1
گلو جب,1
گلوں میں,1
گلِ موسم,1
گلِ و,1
گلچیں مژدہ,1
گلگونِ نکہت,1
گلگونہ فروش,1
گو تم,1
گو سب,1
گو فقر,1
گو میں,1
گویا دی,1
گویا رگِ,1
گویا کبھی,1
گویا ہر,1
گُل آبِ,1
گُل و,1
گُل گوشۂ,1
گُلستاں کئے,1
گُلِ خزانیِ,1
گِرادے فراز,1
گِرفتار کے,1
گِلہ نہیں,1
گھائل آئے,1
گھاس کے,1
گھبرا نہ,1
گھر اجڑ,1
گھر بسائیں,1
گھر ترا,1
گھر جایا,1
گھر جو,1
گھر میرا,1
گھر کی,1
گھر ہمارا,1
گھستا ہے,1
گھڑي پيش,1
گویا دبستاں,1
گویا حلقہ,1
گویا حجرہ,1
گوشۂ بساط,1
گو ہاتھ,1
گوارا رہیو,1
گوارا گزرے,1
گوارہ نہیں,1
گور غریباں,1
گور کے,1
گوش ہو,1
گوشِ حریفاں,1
گوشہ بساط,1
گوشہ دامن,1
گوشہٴ بساط,1
گوشۂ تنہائی,1
گویا بت,1
گوشۂ دستار,1
گوشۂ لب,1
گونجی گویا,1
گونہ بیخودی,1
گوں تنِ,1
گوہر زندگی,1
گوہر شاہوار,1
گوہر فردا,1
گوہر وگرنہ,1
گوہر کھلا,1
گوہر ہوا,1
ہوائے قرطبہ,1
ہوائے چمن,1
ہوافغان بھی,1
ہے پیرایۂ,1
ہے پیوں,1
ہے پیچ,1
ہے چراغِ,1
ہے چرخ,1
ہے چمن,1
ہے چمک,1
ہے چنگ,1
ہے چپک,1
ہے کاشانۂ,1
ہے کسے,1
ہے کفر,1
ہے کلفتِ,1
ہے کلیسا,1
ہے کُشتۂ,1
ہے کھوئی,1
ہے کہاں,1
ہے کہتے,1
ہے کہو,1
ہے کہيں,1
ہے کیوں,1
ہے گرفتہ,1
ہے گرمِ,1
ہے گزر,1
ہے گلچیں,1
ہے گلیم,1
ہے پیمانہ,1
ہے پیامِ,1
ہے مکیں,1
ہے پیالہ,1
ہے ناتوانیِ,1
ہے نالوں,1
ہے نبض,1
ہے نغمۂ,1
ہے نفس,1
ہے نقشِ,1
ہے نموئے,1
ہے نوا,1
ہے نکتہ,1
ہے نکتۂ,1
ہے نگہ,1
ہے نہاں,1
ہے نیند,1
ہے نیکیوں,1
ہے واعظ,1
ہے وبال,1
ہے وصی,1
ہے وفا,1
ہے ولے,1
ہے يہ,1
ہے پایۂ,1
ہے پرویزی,1
ہے پرِ,1
ہے پھولوں,1
ہے پہرہ,1
ہے گُل,1
ہے گھر,1
ہے ہاتھ,1
ہے ہاں,1
یا شعیہ,1
یا شمع,1
یا مرتبہ,1
یا مسلک,1
یا نقاب,1
یا نمایاں,1
یا وفا,1
یا چنگیز,1
یا گریباں,1
یا ہوں,1
یا ہیں,1
یاب ہیں,1
یاد آتی,1
یاد بھی,1
یاد بے,1
یاد تھی,1
یاد مجھے,1
یاد کا,1
یاد کریں,1
یاد یار,1
یادِ مژگاں,1
یادِ یار,1
یادگار بنا,1
یار آ,1
یار آشنا,1
یا شب,1
یا سرسوں,1
یا دامن,1
ہے یاران,1
ہے ہزاروں,1
ہے ہستی,1
ہے ہماری,1
ہے ہمیں,1
ہے ہنگامۂ,1
ہے ہو,1
ہے ہوئے,1
ہے ہوں,1
ہے ہٹ,1
ہے ہے,1
ہے یاد,1
ہے ید,1
یا جان,1
ہے یوسف,1
ہے یک,1
ہے یہی,1
ہےآپ ہے,1
ہےعلم ہے,1
یا الٰہی,1
یا اپنا,1
یا بد,1
یا بیاں,1
یا تبسم,1
یا تو,1
ہے میراث,1
ہے مُدّت,1
یار بھی,1
ہے شعلہ,1
ہے شوخیِ,1
ہے شوق,1
ہے شکن,1
ہے شگفتن,1
ہے شہہ,1
ہے شہیدِ,1
ہے صدف,1
ہے صنم,1
ہے صِرف,1
ہے صہبا,1
ہے ضبط,1
ہے ضد,1
ہے طاؤس,1
ہے طلسم,1
ہے طواف,1
ہے طوطئِ,1
ہے طوفانِ,1
ہے طوق,1
ہے عالی,1
ہے عبادت,1
ہے عجیب,1
ہے عشق,1
ہے علم,1
ہے عیش,1
ہے غافل,1
ہے شمشیر,1
ہے شعر,1
ہے مومن,1
ہے شبِ,1
ہے ساقیِ,1
ہے سب,1
ہے سبزہ,1
ہے سحر,1
ہے سخن,1
ہے سرد,1
ہے سرشارِ,1
ہے سرشک,1
ہے سرمایۂ,1
ہے سرو,1
ہے سرور,1
ہے سروش,1
ہے سفینہ,1
ہے سلسبیل,1
ہے سلیقہ,1
ہے سوزودرد,1
ہے سوزِ,1
ہے سیر,1
ہے سیل,1
ہے سینوں,1
ہے سیہ,1
ہے شاعری,1
ہے شام,1
ہے شاہيں,1
ہے شبنم,1
ہے غالبِ,1
ہے غبار,1
ہے غرض,1
ہے غمِ,1
ہے لذت,1
ہے لغت,1
ہے لیلیٰ,1
ہے مانا,1
ہے مانعِ,1
ہے مت,1
ہے محرم,1
ہے محو,1
ہے محوِ,1
ہے محیط,1
ہے مدت,1
ہے مرا,1
ہے مرد,1
ہے مردان,1
ہے مرگ,1
ہے مرگِ,1
ہے مرے,1
ہے مشتمل,1
ہے مشعل,1
ہے ملاقات,1
ہے ملوکیت,1
ہے من,1
ہے منبر,1
ہے منتظر,1
ہے موجزن,1
ہے لالے,1
ہے لا,1
ہے لئے,1
ہے فقط,1
ہے غنیمت,1
ہے غیب,1
ہے فرق,1
ہے فرنگی,1
ہے فروغ,1
ہے فریادِ,1
ہے فسانہ,1
ہے فصل,1
ہے فضائے,1
ہے فغان,1
ہے فغفوری,1
ہے فلاطوں,1
ہے قید_مقام,1
ہے فلک,1
ہے فوتِ,1
ہے فیصلہ,1
ہے فیضؔ,1
ہے قتل,1
ہے قدرت,1
ہے قط,1
ہے قطرہ,1
ہے قطرے,1
ہے قلب,1
ہے قید,1
یار باقی,1
یار تشنۂ,1
ہے زندگی,1
یہ حرف,1
یہ خواری,1
یہ خوش,1
یہ خُو,1
یہ خیال,1
یہ در,1
یہ درویشی,1
یہ دنیا,1
یہ دیر,1
یہ راز,1
یہ زمرد,1
یہ زمیں,1
یہ سرور,1
یہ سمجھوں,1
یہ سوئے,1
یہ سیاقِ,1
یہ شرم,1
یہ شعر,1
یہ شہر,1
یہ شیرازہ,1
یہ شیشہ,1
یہ صرصر,1
یہ عزم,1
یہ عقیدہ,1
یہ علائیؔ,1
یہ غزل,1
یہ حوریان,1
یہ حجت,1
یک کفِ,1
یہ حجابِ,1
یکھتے ہیں,1
یہ آب,1
یہ اتفاق,1
یہ اجتہاد,1
یہ ارادہ,1
یہ انداز,1
یہ اور,1
یہ اک,1
یہ ایک,1
یہ بازیِ,1
یہ باعث,1
یہ بتلاؤ,1
یہ برہم,1
یہ بندہ,1
یہ بندۂ,1
یہ بےدماغی,1
یہ تجھے,1
یہ توفیق,1
یہ تکلف,1
یہ جانا,1
یہ جن,1
یہ جنت,1
یہ جو,1
یہ جواں,1
یہ حجاب,1
یہ فتنہ,1
یہ فسردہ,1
یہ فضائیں,1
یہ قدر,1
یہ کہکشاں,1
یہ کہے,1
یہ ہر,1
یہ ہنگامہ,1
یہ ہو,1
یہ ہے,1
یہاں اب,1
یہاں دل,1
یہاں ساقی,1
یہاں سیکڑوں,1
یہاں لاکھ,1
یہاں مرنے,1
یہاں پیمان,1
یہود یوں,1
یہی بات,1
یہی توحید,1
یہی حوریں,1
یہی رہا,1
یہی زمانۂ,1
یہی سوچتا,1
یہی شیخ,1
یہی مدعا,1
یہی نقشہ,1
یہی کہ,1
یہی ہو,1
یہ کہا,1
یہ کہ,1
یہ کوہ,1
یہ مصرع,1
یہ لاش,1
یہ ماجرا,1
یہ مانع,1
یہ محشرِ,1
یہ مدرسہ,1
یہ مرحلہ,1
یہ مری,1
یہ مسائل,1
یہ مسائلِ,1
یہ مسلماں,1
یہ مشت,1
یہ مقام,1
یہ کرشمہ,1
یہ مقصود,1
یہ میرا,1
یہ ناداں,1
یہ نامرد,1
یہ نہیں,1
یہ نیلگوں,1
یہ وسعت,1
یہ پردہ,1
یہ پری,1
یہ پیران,1
یہ کافر,1
یک گوشہ,1
یک نظر,1
یار تھے,1
یارو پابند,1
یاروں کو,1
یاروں کی,1
یاس رشتہ,1
یاس کو,1
یاسِ تمنا,1
یاں آ,1
یاں امتیازِ,1
یاں جہاں,1
یاں خدا,1
یاں دل,1
یاں زنجیر,1
یاں طاقت,1
یاں کیا,1
یاں گردش,1
یاں ہر,1
یاں ہیں,1
ید بیضا,1
یزداں میں,1
یزداں چاک,1
یزید کو,1
یعقوب نے,1
یعنی عذر,1
یعنی پدر,1
یعنی ہماری,1
یعنی یہ,1
یارو ہم,1
یارو میرے,1
یک نالۂ,1
یارو صبا,1
یار جاتا,1
یار صفحۂ,1
یار میں,1
یار پر,1
یار چلے,1
یار کا,1
یار کس,1
یار کی,1
یار ہم,1
یار ہمارا,1
یار ہو,1
یار ہوئی,1
یار ہے,1
یاران نکتہ,1
یارانِ رفتہ,1
یارانِ وطن,1
یارب بیانِ,1
یارب سیر,1
یارب ملے,1
یارب میں,1
یارو اقبال,1
یارو باد,1
یارو جنہں,1
یارو دوراں,1
یارو سونپا,1
یقین نہ,1
یقین ھے,1
یقین ہے,1
یقیں ان,1
یوں کب,1
یوں کرتا,1
یوں کوئے,1
یوں گر,1
یوں ہو,1
یوں ہے,1
یٰسیں وہی,1
یک الِف,1
یک بار,1
یک بیک,1
یک جنبش,1
یک درازی,1
یک درس,1
یک دست,1
یک دل,1
یک زباں,1
یک شعلۂ,1
یک شکستِ,1
یک شہر,1
یک طرف,1
یک عرصہ,1
یک عضوِ,1
یک عمر,1
یک عمرِ,1
یک قطرۂ,1
یوں پرسش,1
یوں نالہ,1
یوں میں,1
یوں بزم,1
یقیں نمناک,1
یقیں نہیں,1
یقیں پس,1
یقیں پیدا,1
یورپ کا,1
یورپ کو,1
یورپ کے,1
یوسف کی,1
یوسف کے,1
یوسفِ گل,1
یوم اقبال,1
یوں بوسہ,1
یوں موج,1
یوں بھی,1
یوں جو,1
یوں حجاب,1
یوں داد,1
یوں دم,1
یوں رات,1
یوں روز,1
یوں سمجھوں,1
یوں غیر,1
یوں مجھ,1
یوں مر,1
ہے زیادہ,1
ہے زندانِ,1
ہواے کشتِ,1
ہی تدبیر,1
ہی جاتی,1
ہی جانگداز,1
ہی جب,1
ہی درِ,1
ہی رضواں,1
ہی سنگِ,1
ہی سینہ,1
ہی شاہکار,1
ہی صحرا,1
ہی صوفی,1
ہی عزیز,1
ہی عکس,1
ہی عکسِ,1
ہی فاصلے,1
ہی لے,1
ہی مجھ,1
ہی مگر,1
ہی میں,1
ہی نفس,1
ہی نواہائے,1
ہی نہ,1
ہی پل,1
ہی کاربندِ,1
ہی کافی,1
ہی کو,1
ہی تمام,1
ہی ایک,1
ہوں پر,1
ہٹ کر,1
ہوں پھر,1
ہوں پہ,1
ہوں پیالہ,1
ہوں پیدا,1
ہوں پیچ,1
ہوں کاش,1
ہوں کافر,1
ہوں کوئی,1
ہوں گداز,1
ہوں گرمیِ,1
ہوں گلخن,1
ہوں گلشن,1
ہوں گی,1
ہوں یا,1
ہوں یہ,1
ہوے اک,1
ہوے دوڑے,1
ہوے مانگے,1
ہوے پهر,1
ہوے پہ,1
ہوے چاہے,1
ہوۓ پهر,1
ہيں تو,1
ہَے بیٹھنا,1
ہَے خُوب,1
ہی کھولتے,1
ہی کہلاؤ,1
ہی گر,1
ہی گِرادے,1
ہیں تہ,1
ہیں تہی,1
ہیں تیری,1
ہیں تیمور,1
ہیں جدائیاں,1
ہیں جس,1
ہیں جنونِ,1
ہیں جو,1
ہیں جوں,1
ہیں جوہر,1
ہیں حاملِ,1
ہیں حجاب,1
ہیں خاک,1
ہیں خستہ,1
ہیں خطاب,1
ہیں خلوت,1
ہیں خود,1
ہیں خیاباں,1
ہیں دنیا,1
ہیں رازیؔ,1
ہیں راہزن,1
ہیں روز,1
ہیں روشناس,1
ہیں رہ,1
ہیں رہگزر,1
ہیں تکلف,1
ہیں تن,1
ہیں تمام,1
ہیں انجم,1
ہی گھر,1
ہی ہے,1
ہیولیٰ برق,1
ہیں آپ,1
ہیں ابر,1
ہیں ابھی,1
ہیں اسباب,1
ہیں اسی,1
ہیں اسے,1
ہیں افسانے,1
ہیں اقبال,1
ہیں اک,1
ہیں تماشا,1
ہیں اگر,1
ہیں اہل,1
ہیں باتیں,1
ہیں بحر,1
ہیں بنا,1
ہیں بہ,1
ہیں بہت,1
ہیں بیگانے,1
ہیں تدبیریں,1
ہیں تصویریں,1
ہیں تصّورِ,1
ہوں پرافشاں,1
ہوں وہی,1
ہیں زوال,1
ہوسِ سیرِ,1
ہوش اک,1
ہوش کس,1
ہونا برا,1
ہونا تیری,1
ہونہیں سکتا,1
ہونی تھی,1
ہونے سے,1
ہونے نہ,1
ہوگئے پانی,1
ہوگا اور,1
ہوگا زمانہ,1
ہوگا قیامت,1
ہوگا مسائل,1
ہوگا نبضِ,1
ہوگا کریدتے,1
ہوگا گرچہ,1
ہوں آتش,1
ہوں آخر,1
ہوں ابھی,1
ہوں اسدؔ,1
ہوں اسے,1
ہوں اُسے,1
ہوں اپنا,1
ہوں اپنے,1
ہوں اگرچہ,1
ہوسِ یار,1
ہوس ہی,1
ہوں وحدت,1
ہوس ھے,1
ہوتا ایک,1
ہوتا بحر,1
ہوتا بعد,1
ہوتا بہت,1
ہوتا تنگی,1
ہوتا تھا,1
ہوتا جہان,1
ہوتا دل,1
ہوتا راز,1
ہوتا رواں,1
ہوتا رگ,1
ہوتا رگِ,1
ہوتا ساتھ,1
ہوتا صنم,1
ہوتا غمِ,1
ہوتا مِرے,1
ہوتا کچھ,1
ہوتا گنو,1
ہوتا ہر,1
ہوتی خدایا,1
ہوتی ہے,1
ہوتے گھستا,1
ہوجیے خُوبانِ,1
ہودہ کہ,1
ہوس بھی,1
ہوں اے,1
ہوں بجھا,1
ہوں بندگیِ,1
ہوں بندہ,1
ہوں رہزن,1
ہوں ز,1
ہوں ستاروں,1
ہوں ستارہ,1
ہوں ستم,1
ہوں سر,1
ہوں سزا,1
ہوں شمعِ,1
ہوں صدف,1
ہوں ظہوریؔ,1
ہوں عشق,1
ہوں غالبؔ,1
ہوں قیاس,1
ہوں مآل,1
ہوں مدد,1
ہوں مری,1
ہوں مشتاقِ,1
ہوں منحرف,1
ہوں ميری,1
ہوں مکتبِ,1
ہوں نا,1
ہوں نامہ,1
ہوں نگہہ,1
ہوں نگینِ,1
ہوں نہیں,1
ہوں رفتۂ,1
ہوں رشک,1
ہوں دیوانہ,1
ہوں جدا,1
ہوں بھری,1
ہوں بیٹھا,1
ہوں ترجمہ,1
ہوں تقدیر,1
ہوں تمھاری,1
ہوں تپش,1
ہوں تھوڑی,1
ہوں تیرا,1
ہوں ثواب,1
ہوں ثوابِ,1
ہوں جب,1
ہوں جسے,1
ہوں دھو,1
ہوں جماعت,1
ہوں جمع,1
ہوں جو,1
ہوں جواہر,1
ہوں حقِ,1
ہوں خجالت,1
ہوں خزف,1
ہوں خمِ,1
ہوں داغِ,1
ہوں دعاگو,1
ہوں دلپذیر,1
ہیں زمین,1
ہیں زیاد,1
ہے زندانئ,1
ہے تمنائے,1
ہے تن,1
ہے تیغ,1
ہے جادۂ,1
ہے جان,1
ہے جایے,1
ہے جب,1
ہے جبینِ,1
ہے جبیں,1
ہے جتنا,1
ہے جذب,1
ہے جذبِ,1
ہے جرس,1
ہے جستجوۓ,1
ہے جسم,1
ہے جفاخو,1
ہے جلا,1
ہے جنبشِ,1
ہے جنت,1
ہے جنوں,1
ہے جوئے,1
ہے جوئےشِیر,1
ہے جوشِ,1
ہے حسد,1
ہے حلقۂ,1
ہے حَلِ,1
ہے تمہیں,1
ہے تمثالِ,1
ہے بجلی,1
ہے تم,1
ہے بر,1
ہے برق,1
ہے برنگ,1
ہے برنگِ,1
ہے برہم,1
ہے بس,1
ہے بقولِ,1
ہے بلا,1
ہے بلاؤں,1
ہے بند,1
ہے بوئے,1
ہے بڑھتا,1
ہے بہارِ,1
ہے بیانِ,1
ہے بیداد,1
ہے بینا,1
ہے بیکرانہ,1
ہے تابِ,1
ہے تارِ,1
ہے ترک,1
ہے تری,1
ہے ترے,1
ہے تسبیح,1
ہے تقاضائے,1
ہے تلخیِ,1
ہے حیراں,1
ہے خانمانِ,1
ہے خبر,1
ہے خجل,1
ہے دہان,1
ہے دیدۂ,1
ہے دیکھ,1
ہے ذوق,1
ہے راتیں,1
ہے راج,1
ہے رخ,1
ہے رخشِ,1
ہے ردیف,1
ہے رسوائی,1
ہے رقیب,1
ہے رم,1
ہے رنج,1
ہے رنگِ,1
ہے روز,1
ہے رکھوں,1
ہے رکھے,1
ہے رگوں,1
ہے رہنے,1
ہے رہی,1
ہے زاہد,1
ہے زلف,1
ہے زلفِ,1
ہے زلیخا,1
ہے زمانہ,1
ہے دونوں,1
ہے دوری,1
ہے دنیا,1
ہے خوش,1
ہے خراب,1
ہے خراج,1
ہے خرام,1
ہے خرم,1
ہے خطِ,1
ہے خطیب,1
